Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,28994.009766,29600.626953,28803.585938,29374.152344,29374.152344,40730301359
2021-01-02,29376.455078,33155.117188,29091.181641,32127.267578,32127.267578,67865420765
2021-01-03,32129.408203,34608.558594,32052.316406,32782.023438,32782.023438,78665235202
2021-01-04,32810.949219,33440.218750,28722.755859,31971.914063,31971.914063,81163475344
2021-01-05,31977.041016,34437.589844,30221.187500,33992.429688,33992.429688,67547324782
2021-01-06,34013.613281,36879.699219,33514.035156,36824.363281,36824.363281,75289433811
2021-01-07,36833.875000,40180.367188,36491.191406,39371.042969,39371.042969,84762141031
2021-01-08,39381.765625,41946.738281,36838.636719,40797.609375,40797.609375,88107519480
2021-01-09,40788.640625,41436.351563,38980.875000,40254.546875,40254.546875,61984162837
2021-01-10,40254.218750,41420.191406,35984.628906,38356.441406,38356.441406,79980747690
2021-01-11,38346.531250,38346.531250,30549.599609,35566.656250,35566.656250,123320567399
2021-01-12,35516.359375,36568.527344,32697.976563,33922.960938,33922.960938,74773277909
2021-01-13,33915.121094,37599.960938,32584.667969,37316.359375,37316.359375,69364315979
2021-01-14,37325.109375,39966.406250,36868.562500,39187.328125,39187.328125,63615990033
2021-01-15,39156.707031,39577.710938,34659.589844,36825.367188,36825.367188,67760757881
2021-01-16,36821.648438,37864.367188,35633.554688,36178.140625,36178.140625,57706187875
2021-01-17,36163.648438,36722.351563,34069.320313,35791.277344,35791.277344,52359854336
2021-01-18,35792.238281,37299.285156,34883.843750,36630.074219,36630.074219,49511702429
2021-01-19,36642.234375,37755.890625,36069.804688,36069.804688,36069.804688,57244195486
2021-01-20,36050.113281,36378.328125,33570.476563,35547.750000,35547.750000,66834573161
2021-01-21,35549.398438,35552.679688,30250.750000,30825.699219,30825.699219,75643067688
2021-01-22,30817.625000,33811.851563,28953.373047,33005.761719,33005.761719,77207272511
2021-01-23,32985.757813,33360.976563,31493.160156,32067.642578,32067.642578,48354737975
2021-01-24,32064.376953,32944.007813,31106.685547,32289.378906,32289.378906,48643830599
2021-01-25,32285.798828,34802.742188,32087.787109,32366.392578,32366.392578,59897054838
2021-01-26,32358.613281,32794.550781,31030.265625,32569.849609,32569.849609,60255421470
2021-01-27,32564.029297,32564.029297,29367.138672,30432.546875,30432.546875,62576762015
2021-01-28,30441.041016,33858.312500,30023.207031,33466.097656,33466.097656,76517157706
2021-01-29,34318.671875,38406.261719,32064.814453,34316.386719,34316.386719,117894572511
2021-01-30,34295.933594,34834.707031,32940.187500,34269.523438,34269.523438,65141828798
2021-01-31,34270.878906,34288.332031,32270.175781,33114.359375,33114.359375,52754542671
2021-02-01,33114.578125,34638.214844,32384.228516,33537.175781,33537.175781,61400400660
2021-02-02,33533.199219,35896.882813,33489.218750,35510.289063,35510.289063,63088585433
2021-02-03,35510.820313,37480.187500,35443.984375,37472.089844,37472.089844,61166818159
2021-02-04,37475.105469,38592.175781,36317.500000,36926.066406,36926.066406,68838074392
2021-02-05,36931.546875,38225.906250,36658.761719,38144.308594,38144.308594,58598066402
2021-02-06,38138.386719,40846.546875,38138.386719,39266.011719,39266.011719,71326033653
2021-02-07,39250.191406,39621.835938,37446.152344,38903.441406,38903.441406,65500641143
2021-02-08,38886.828125,46203.929688,38076.324219,46196.464844,46196.464844,101467222687
2021-02-09,46184.992188,48003.722656,45166.960938,46481.105469,46481.105469,91809846886
2021-02-10,46469.761719,47145.566406,43881.152344,44918.183594,44918.183594,87301089896
2021-02-11,44898.710938,48463.468750,44187.761719,47909.332031,47909.332031,81388911810
2021-02-12,47877.035156,48745.734375,46424.976563,47504.851563,47504.851563,76555041196
2021-02-13,47491.203125,48047.746094,46392.281250,47105.515625,47105.515625,70250456155
2021-02-14,47114.507813,49487.640625,47114.507813,48717.289063,48717.289063,71248675228
2021-02-15,48696.535156,48875.570313,46347.476563,47945.058594,47945.058594,77069903166
2021-02-16,47944.457031,50341.101563,47201.304688,49199.871094,49199.871094,77049582886
2021-02-17,49207.277344,52533.914063,49072.378906,52149.007813,52149.007813,80820545404
2021-02-18,52140.972656,52474.105469,51015.765625,51679.796875,51679.796875,52054723579
